inputsize,user,system,TT,elapsed,STS,text,rodata,data,bss
1050,0.15,0.3,?,0:00.57,0.157,1426,45,16,16
1050,0.15,0.3,?,0:00.57,0.155,1426,45,16,16
1050,0.15,0.3,?,0:00.57,0.157,1426,45,16,16
1050,0.15,0.3,?,0:00.57,0.168,1426,45,16,16
1050,0.15,0.3,?,0:00.57,0.152,1426,45,16,16
1050,0.15,0.3,?,0:00.57,0.155,1426,45,16,16
1050,0.15,0.3,?,0:00.57,0.154,1426,45,16,16
1050,0.15,0.3,?,0:00.57,0.15,1426,45,16,16
1050,0.15,0.3,?,0:00.57,0.15,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.153,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.153,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.166,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.157,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.154,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.167,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.161,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.16,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.162,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.154,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.163,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.162,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.161,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.168,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.164,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.164,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.156,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.169,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.155,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.162,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.151,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.157,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.153,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.159,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.155,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.155,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.155,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.16,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.159,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.16,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.161,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.152,1426,45,16,16
1100,0.14,0.37,?,0:00.63,0.169,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.163,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.169,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.164,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.16,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.158,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.155,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.161,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.155,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.155,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.166,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.161,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.165,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.164,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.165,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.163,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.158,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.157,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.159,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.15,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.156,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.165,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.15,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.153,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.154,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.154,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.156,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.163,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.164,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.152,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.161,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.163,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.153,1426,45,16,16
1150,0.18,0.36,?,0:00.66,0.158,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.168,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.168,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.166,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.155,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.153,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.156,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.157,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.161,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.168,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.162,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.155,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.168,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.161,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.161,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.164,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.151,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.169,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.155,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.16,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.16,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.159,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.161,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.168,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.154,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.158,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.154,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.162,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.151,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.156,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.164,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.159,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.156,1426,45,16,16
1200,0.19,0.4,?,0:00.70,0.15,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.151,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.166,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.165,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.153,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.166,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.152,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.154,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.164,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.153,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.167,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.168,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.165,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.154,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.168,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.153,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.167,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.15,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.169,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.162,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.151,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.162,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.151,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.153,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.151,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.155,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.166,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.157,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.158,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.157,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.162,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.15,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.152,1426,45,16,16
1250,0.25,0.4,?,0:00.76,0.15,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.168,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.152,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.152,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.161,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.16,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.15,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.158,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.168,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.155,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.169,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.154,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.167,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.157,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.167,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.162,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.168,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.16,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.15,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.15,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.15,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.163,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.168,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.166,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.169,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.153,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.156,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.153,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.164,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.161,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.165,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.156,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.155,1426,45,16,16
1300,0.23,0.47,?,0:00.81,0.154,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.154,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.157,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.163,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.15,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.16,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.159,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.167,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.156,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.16,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.167,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.166,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.161,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.152,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.152,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.159,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.166,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.155,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.155,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.165,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.169,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.155,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.166,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.161,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.164,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.166,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.151,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.158,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.169,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.16,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.153,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.169,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.153,1426,45,16,16
1350,0.29,0.46,?,0:00.86,0.165,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.157,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.166,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.165,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.163,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.165,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.169,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.161,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.169,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.168,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.157,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.167,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.162,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.152,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.156,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.151,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.163,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.159,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.153,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.15,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.166,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.159,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.164,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.154,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.156,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.157,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.163,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.157,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.151,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.151,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.155,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.162,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.166,1426,45,16,16
1400,0.32,0.51,?,0:00.94,0.16,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.158,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.166,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.153,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.159,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.167,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.169,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.166,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.161,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.158,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.155,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.169,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.158,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.157,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.152,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.15,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.169,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.155,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.151,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.154,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.159,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.166,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.164,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.162,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.16,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.15,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.15,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.156,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.161,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.152,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.155,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.154,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.158,1426,45,16,16
1450,0.3,0.58,?,0:00.99,0.157,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.158,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.16,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.151,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.152,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.169,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.153,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.169,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.168,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.163,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.168,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.168,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.161,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.161,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.16,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.164,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.162,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.167,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.166,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.169,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.164,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.165,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.154,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.166,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.167,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.154,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.168,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.169,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.156,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.164,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.154,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.167,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.15,1426,45,16,16
1500,0.3,0.63,?,0:01.05,0.165,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.156,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.16,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.158,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.164,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.159,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.167,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.163,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.165,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.162,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.151,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.161,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.169,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.154,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.158,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.154,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.16,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.155,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.158,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.163,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.152,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.154,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.153,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.155,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.167,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.161,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.169,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.166,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.165,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.163,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.156,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.167,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.156,1426,45,16,16
1550,0.37,0.62,?,0:01.10,0.162,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.154,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.165,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.155,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.165,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.163,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.167,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.158,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.164,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.165,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.163,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.165,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.167,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.156,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.151,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.164,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.164,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.167,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.167,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.152,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.169,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.162,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.15,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.169,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.163,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.157,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.162,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.168,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.159,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.155,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.152,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.158,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.15,1426,45,16,16
1600,0.33,0.71,?,0:01.16,0.169,1426,45,16,16
1650,0.41,0.71,?,0:01.23,0.16,1426,45,16,16
1650,0.41,0.71,?,0:01.23,0.163,1426,45,16,16
1650,0.41,0.71,?,0:01.23,0.164,1426,45,16,16
1650,0.41,0.71,?,0:01.23,0.16,1426,45,16,16
1650,0.41,0.71,?,0:01.23,0.153,1426,45,16,16
1650,0.41,0.71,?,0:01.23,0.168,1426,45,16,16
