inputsize,user,system,TT,elapsed,STS,text,rodata,data,bss
105000,0.03,0.00,?,0:00.03,0.152,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.156,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.158,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.15,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.152,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.164,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.167,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.163,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.166,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.159,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.163,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.157,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.169,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.162,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.156,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.158,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.153,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.169,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.165,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.157,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.152,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.152,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.15,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.167,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.152,1874,230,16,16
105000,0.03,0.00,?,0:00.03,0.168,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.166,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.156,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.161,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.155,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.168,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.159,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.161,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.162,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.163,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.156,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.151,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.162,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.159,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.165,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.161,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.16,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.16,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.15,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.165,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.16,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.157,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.158,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.167,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.155,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.169,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.157,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.157,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.159,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.153,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.158,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.166,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.151,1874,230,16,16
110000,0.04,0.00,?,0:00.04,0.167,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.169,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.154,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.168,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.169,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.168,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.161,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.155,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.168,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.153,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.167,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.161,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.157,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.153,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.152,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.153,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.151,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.156,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.162,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.156,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.167,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.158,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.167,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.157,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.166,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.168,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.167,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.157,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.163,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.165,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.156,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.163,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.161,1874,230,16,16
115000,0.04,0.00,?,0:00.04,0.159,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.167,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.167,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.15,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.165,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.167,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.151,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.167,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.158,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.157,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.165,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.152,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.156,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.151,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.165,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.162,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.169,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.156,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.163,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.156,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.154,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.151,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.157,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.156,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.155,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.158,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.167,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.168,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.157,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.166,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.163,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.169,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.166,1874,230,16,16
120000,0.03,0.00,?,0:00.03,0.159,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.157,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.161,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.161,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.164,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.153,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.154,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.164,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.157,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.15,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.164,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.151,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.169,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.157,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.162,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.152,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.155,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.15,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.152,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.155,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.167,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.153,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.162,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.159,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.156,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.155,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.166,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.166,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.155,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.159,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.166,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.159,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.161,1874,230,16,16
125000,0.04,0.00,?,0:00.04,0.157,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.162,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.152,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.15,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.167,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.165,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.157,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.158,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.16,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.151,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.168,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.162,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.169,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.151,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.158,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.15,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.164,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.16,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.168,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.161,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.158,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.162,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.161,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.15,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.156,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.165,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.169,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.158,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.153,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.162,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.164,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.152,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.153,1874,230,16,16
130000,0.04,0.00,?,0:00.04,0.164,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.153,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.151,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.155,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.162,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.161,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.163,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.158,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.155,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.152,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.166,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.164,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.168,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.169,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.167,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.15,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.153,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.164,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.152,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.162,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.162,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.154,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.161,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.166,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.154,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.169,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.158,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.168,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.168,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.15,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.153,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.155,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.167,1874,230,16,16
135000,0.04,0.00,?,0:00.04,0.162,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.163,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.169,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.165,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.16,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.164,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.152,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.153,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.153,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.158,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.16,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.163,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.167,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.151,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.164,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.163,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.167,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.161,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.164,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.165,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.163,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.153,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.165,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.16,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.163,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.151,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.152,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.167,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.167,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.168,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.153,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.169,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.153,1874,230,16,16
140000,0.04,0.00,?,0:00.04,0.166,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.15,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.154,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.15,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.161,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.169,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.151,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.155,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.168,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.151,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.168,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.162,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.169,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.151,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.162,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.161,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.163,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.15,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.169,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.156,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.169,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.161,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.161,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.163,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.161,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.163,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.155,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.155,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.155,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.163,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.154,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.157,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.151,1874,230,16,16
145000,0.05,0.00,?,0:00.05,0.15,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.156,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.159,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.163,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.156,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.168,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.151,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.152,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.166,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.168,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.168,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.155,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.166,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.163,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.153,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.158,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.153,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.169,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.159,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.161,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.168,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.168,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.162,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.168,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.162,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.159,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.168,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.167,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.153,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.15,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.166,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.151,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.168,1874,230,16,16
150000,0.06,0.00,?,0:00.06,0.161,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.165,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.166,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.159,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.167,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.153,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.167,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.163,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.168,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.152,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.164,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.162,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.162,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.166,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.152,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.162,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.154,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.155,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.156,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.169,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.154,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.157,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.152,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.16,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.152,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.159,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.159,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.158,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.167,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.166,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.155,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.167,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.166,1874,230,16,16
155000,0.05,0.00,?,0:00.05,0.15,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.156,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.169,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.15,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.155,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.168,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.158,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.169,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.16,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.157,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.151,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.169,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.163,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.165,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.168,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.154,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.155,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.166,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.166,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.165,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.154,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.154,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.156,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.15,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.152,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.152,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.156,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.165,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.169,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.154,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.155,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.169,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.153,1874,230,16,16
160000,0.05,0.00,?,0:00.06,0.154,1874,230,16,16
165000,0.05,0.00,?,0:00.05,0.16,1874,230,16,16
165000,0.05,0.00,?,0:00.05,0.16,1874,230,16,16
165000,0.05,0.00,?,0:00.05,0.168,1874,230,16,16
165000,0.05,0.00,?,0:00.05,0.163,1874,230,16,16
165000,0.05,0.00,?,0:00.05,0.162,1874,230,16,16
165000,0.05,0.00,?,0:00.05,0.16,1874,230,16,16
